customer_id,customer_name,city,total_deposits,total_accounts
CUSD3JBOQAJLHA6,"John Jennings","North Alishaside",267911.80,2
CUSXEVRHWTD64XQ,"Andrew Welch","New Julieton",267907.76,2
CUS69A5I8RDN16R,"Shannon Haynes","South Mauriceberg",267896.06,3
CUS2V31IQFG7TTN,"Gwendolyn Bradley",Tracichester,267884.87,2
CUST97NM767NF3C,"Sherry Woods","West Katelyn",267882.64,2
CUS9Z8U9HGYPF1I,"Hannah Taylor",Knightview,267869.51,2
CUSN8FL90V33FTH,"Susan Bennett",Gregoryburgh,267832.00,2
CUST981VWSIPBIR,"Samuel Keith",Ramirezfurt,267829.57,2
CUSLP9MJAHJXJXA,"Andrea Walker","New Sandrabury",267801.93,3
CUSQZFRDJCNR64H,"Sara Mcdonald",Matthewfurt,267790.97,2
CUS7BQI6FQHX1ET,"Christopher Watson",Mollyton,267700.79,3
CUSOGDQ5SKKNK46,"Steven Rios","Lake Sarah",267697.33,2
CUSDHVIOUY8YGC4,"Wanda Moore",Erikahaven,267689.65,2
CUSS2YAC6OW59AR,"Laura Williams",Steveland,267677.17,4
CUSGUS8P6WKLX2W,"Adrian Wilson",Jessicamouth,267660.93,2
CUSEPY5GH5OWJPW,"Walter Campbell","East Shannonmouth",267629.99,2
CUSOOTY3POF1F94,"David Mccall","South Michael",267606.50,4
CUS5ECKGYXWFGQH,"Angel Harper",Vanessaside,267540.13,2
CUS0J916X5HUF7U,"James Garrett",Autumntown,267532.66,4
CUSK5PIX2N6AARH,"Karen Crane",Simonbury,267469.36,3
CUSC64WFCXM0DUO,"Jennifer Pennington","Lake Mollystad",267466.78,2
CUSLN4655F8I3AC,"Michelle Prince",Sharonfort,267440.83,2
CUSCSV6VPFJ6SDE,"Colleen Kennedy",Taylorfurt,267425.05,2
CUSR6FLBXP34AND,"Jacob Fields","New Alexshire",267346.50,2
CUSS4P845WRXPUG,"Joseph Cox","South Jonathan",267338.44,3
CUSK3BDGRB2D5LO,"John Bonilla",Micheleville,267325.62,2
CUS9UTDVUX5PMWT,"Samuel Williams",Annaside,267299.00,2
CUS95E0JKJJ3UOE,"Brandi Morgan",Cordovamouth,267251.60,2
CUSDJLIV00YJ6A0,"Jose Burgess","New Monicaton",267222.49,2
CUSF3ICP7ZFB8FR,"Wayne Hernandez",Davidfort,267177.78,3
CUSNT9W57KM3FDT,"Erica Huffman","West Susanmouth",267099.81,2
CUSF4QVJGTAJOHG,"Maria Keith",Bennettburgh,267090.32,2
CUSB71CMFY060GD,"Charles Smith","North Teresafurt",267071.47,2
CUSA7UUV3J46V19,"Andrew Golden",Spencehaven,267018.16,2
CUSPS5OVDSZYTZQ,"Roger Turner",Christopherburgh,266988.64,3
CUSR1H69M0GAKAS,"Michael Sanchez",Andrewview,266987.00,3
CUSVCJG0MALWTSG,"Brittney Mclaughlin","New Jennifer",266937.32,3
CUS5YUN7NKESJ4C,"Michael Wilson","Lake Shellyland",266903.06,2
CUS8VYAPQIAUQ8U,"Jennifer Harper","South Ronald",266889.60,3
CUSL1M110I7X9OJ,"Beth Hardin",Blackland,266846.89,2
CUS34YBIBH15VDA,"Matthew Welch",Stewartbury,266773.74,3
CUSGIK656ZV010M,"Anna Johnson","Port Heathermouth",266750.39,3
CUS6WTWNORLBXTC,"Emily Duarte",Victoriaview,266689.78,2
CUSFRQ0QM49AI1R,"Monique Torres",Bowenfort,266660.21,2
CUSFMR6WFZAROHQ,"Matthew Dickerson",Lunaside,266658.24,2
CUS2AQGM15A7FO1,"Valerie Hall",Emilyport,266608.94,2
CUS9PML9LN1P0VU,"Tamara Willis",Bellfurt,266589.30,4
CUSYDFFT4H4747N,"Mary Jones","West Kim",266588.51,3
CUSNVUB8R1LO7PS,"Lauren Medina",Rossmouth,266554.14,2
CUSKUJ29WXQNP0H,"Joseph Anderson","West Deborahport",266517.15,3
CUSANLTR6WB1DSY,"Jose Cohen",Farrellland,266512.08,4
CUSZKYFY4WKVVW5,"Brian Mcdonald",Marymouth,266502.56,4
CUSB7ZBK55AB4K2,"Michael Salinas",Gregoryburgh,266484.97,2
CUSGV8ZHYB8H109,"Kristy James",Gravesfort,266470.10,2
CUSA49117DGFHZZ,"Holly Cervantes","Port Brendaview",266465.14,3
CUSFZEE488F3DYS,"Terri Medina",Joshuahaven,266464.02,2
CUSFXJJUKQ22TS2,"Paul Wright","New Cody",266436.82,3
CUS7V9P79ZWNMWV,"William Fernandez",Heatherview,266426.94,2
CUSI1U4Y8CR8WWB,"Samantha Cox","South Eric",266423.32,2
CUS5T8TDJDAU1S3,"Mary Soto",Brandonshire,266411.03,2
CUSZZ9L4BACL5NW,"Keith Ross",Whitneyport,266352.24,2
CUS8D1X6BF9BZ48,"Joseph Butler",Lynnland,266322.41,3
CUSW81C987EERX5,"Mary Mason",Kramertown,266312.45,2
CUSBR0QX950SEJI,"Elizabeth Monroe","South Joshuafurt",266297.55,3
CUS5KE61OSHVVI3,"Richard Nielsen",Heatherport,266256.90,2
CUSKZMHN93SSGS7,"Dominique Thompson",Edwardsmouth,266253.65,4
CUS1TNH29BKBTHQ,"Kevin Pitts",Garciabury,266234.06,2
CUSWLDIYYQELL7X,"Dawn Sloan",Boydhaven,266211.39,2
CUS97REU761R5GO,"Mark Martinez",Robertsside,266171.63,3
CUSR8FVR3FVJIS1,"James Hodges","North Heidi",266144.62,2
CUSHO2HCKVOKB8T,"Katherine Black",Garciaside,266135.36,3
CUSMS55NMWHH4VL,"Jeff Wright",Meyerstad,266128.95,2
CUSAC98IY4OWH1N,"Brooke Galvan","North Thomas",266119.14,2
CUSCU5BQOKMZT4U,"Ashley Clark",Parkerview,266098.65,2
CUS3O51KQQNXRQO,"Chad Gonzalez","North Mikeland",266062.66,3
CUS6TJVC4TWCWFN,"Pamela Sims","North Christopherborough",266034.39,2
CUS44N40VM26UGM,"Matthew Johnson",Riceborough,265970.58,2
CUSB8TJWVXYPDPT,"Kristen Cooper",Reyesborough,265903.10,2
CUSO99P71W3OVX5,"Alexander Gonzalez","North Cristian",265882.84,2
CUSND6AUTSDNJ95,"Kevin Brown","West Daniel",265875.76,3
CUSG9W92SJTGMYS,"Kevin Hernandez",Jonesview,265861.11,2
CUSTFCWFCR2NFA0,"Joseph Mcbride",Whitehaven,265841.33,3
CUSEI0LGY17AH3A,"Vincent Hanson","West Amanda",265828.49,3
CUSAJPU0T5665CP,"Joseph Williams",Michaelfort,265814.41,2
CUSOZ1F6TIYI0MX,"Brandon Schultz",Schultzborough,265813.80,2
CUSTIRZQAKOIXNT,"Rebecca Wilson","East Marilyn",265788.58,2
CUSG9O25RJ6QAU8,"Louis Payne","West Russellland",265714.25,2
CUSOTJAOKGYE4MV,"Jose Austin","Port Matthewberg",265695.60,3
CUS83W65F3TBA5Z,"Christopher Jimenez",Gonzalezshire,265692.89,2
CUSMNY1W6ERT1I0,"Richard Underwood","Port Jenna",265676.25,2
CUSI53C3RX1VEHQ,"Jamie Jones",Danielshaven,265676.12,3
CUS60KT3777BFHC,"Paul Green","Lake Lisa",265653.47,2
CUSTRYT6E34ZMW8,"Leslie Martinez","West Laurenborough",265636.62,2
CUSOK64OKBS90EZ,"Denise Bishop","North Laurie",265590.38,4
CUSZK68JY39TQAJ,"Marie Kim",Jackberg,265500.50,2
CUSHFNR32L6M8F6,"Brian Burke",Victoriaview,265482.85,3
CUSIV67IM5AFQGQ,"Diane Petty","Lake Melissa",265474.90,3
CUSFBHV4GI498UO,"Connie Lynch","East Jared",265263.96,3
CUSC2SI5M7Z1ISF,"Christine Johnson","West Ryanfort",265220.14,2
CUSDC6K2E6HO1Q0,"Michael Brown",Fergusonbury,265188.60,3
CUSRSO8SS8SJ78V,"Bryan Scott",Dawnberg,265169.46,2
CUSBRS3XS2PJI01,"Karen Phelps",Brownshire,265122.83,3
CUSN73ML7ZST5E0,"Tyler Sawyer","North Jamestown",265104.02,2
CUSHAW3DWQJ9GNV,"Sonya Goodwin",Mariaburgh,265073.43,2
CUSKAGUL8KB9VMT,"Randy Craig",Lukemouth,265056.54,3
CUS9A6BKO4JQTH0,"Benjamin Obrien","New Antonioton",265033.79,3
CUSQXIA7KAMBXF8,"Melissa Rios",Ramosside,265022.64,2
CUSW06KCAV25SBN,"Jessica Harvey",Rogerview,265015.69,3
CUSNIP650U2DER1,"Bethany Knight","Port Andrewmouth",265003.93,2
CUS4QLVSPD4FJOR,"David Cameron",Peterhaven,264976.48,2
CUSIQF1G5FU3HXK,"Michael Parsons",Westburgh,264929.16,2
CUSUSROWJEV4J04,"Katherine Baird","Port Royside",264928.37,2
CUSG24QXZW2J640,"Tonya Whitaker",Sarahshire,264895.49,3
CUSWZOBP01VOM0F,"Catherine White",Rebeccaburgh,264889.22,3
CUSG4EPNF4PC6LO,"Monica Stephens","Port Manuel",264871.12,3
CUSG7R7QRKACJVS,"Daniel Murray",Rebeccaside,264844.87,2
CUSUEEI69GR41W5,"Charles Mays",Nashfurt,264832.86,2
CUSZA6ZKK257286,"Elizabeth Shelton","New Lauren",264825.46,2
CUSR2F50SRZ6B8V,"Krista Martin",Johnville,264791.96,3
CUSY27TJV1NCUIO,"Claudia Roberts","Lake Markmouth",264776.99,3
CUSE1VHM2FCSY4Q,"John Simon",Stephensmouth,264772.11,3
CUS0O7C4EBX2LDF,"Lawrence Brooks","South Royburgh",264769.58,2
CUSYR0S8AW8QC0M,"Danielle Hanson",Powersside,264766.75,2
CUSHGH299PYR3NT,"Erik Flynn","East Michael",264671.46,2
CUSJ12CRSOODR47,"Carl Walker","Port Stephenborough",264659.46,3
CUS4AX72IK6JQJG,"Jasmine Cohen",Meredithmouth,264634.41,2
CUSPQ5WXQ8V4YH8,"James Harris",Joview,264631.04,2
CUSQOK858D65T3G,"Kathleen Lewis","South Christine",264624.45,3
CUSMCCHHU7YCLES,"Timothy Powers","New John",264607.33,2
CUSPA3OJEIZA1XC,"Dawn Cooper","East Jennifer",264605.09,2
CUS756RIUX2DWP6,"Charles Greene","New Nancy",264590.56,2
CUS2JWH6T6NVGGI,"Christina Bass","East Patricia",264590.41,3
CUS0XIPUVM3W57C,"Jerry Jensen","South Michaelmouth",264584.59,2
CUSOK0Y0365MKRI,"Adam Rosario",Petersonfort,264579.32,2
CUSG97DS6Q1FTS2,"Deborah Hall",Bradleystad,264577.94,2
CUSAYT9CY0H0NC0,"Tami Orr","Lake Taylorfurt",264561.26,2
CUS4HUVJP6R8GXK,"Erin Davis",Summermouth,264534.92,3
CUSSTQPP94MFSS1,"Shane Johnson","West Loriville",264462.97,2
CUST2PJ9V23E4A0,"Emily Huang","East Christopherland",264450.21,3
CUS4DCLJPZMP6Q0,"Christopher Wright","South Jessica",264403.45,4
CUSF16TAWAX35M1,"Joshua Lyons",Chandlerport,264382.17,2
CUS5PR3I2O0DE5U,"Jeffrey Harris",Amyport,264357.22,2
CUSKZ6L9DZ9TTK9,"April Rogers","South Richard",264350.65,2
CUS642MQ08Q9UD4,"Nathaniel Mcmahon","North Joseph",264332.31,2
CUSEOCSYKCCV08S,"James Silva","South Paulchester",264320.19,2
CUS8BKQYRMQ487O,"Cynthia Tran",Michaelport,264209.64,2
CUSOFGS7GX89QAK,"Anthony Barrera",Bakerberg,264180.64,3
CUSPCK52X7ZGKXY,"Christopher Smith",Haasstad,264157.13,2
CUSE2KLEOARF5NC,"Timothy Werner",Amberview,264133.25,2
CUS3AM74UF0GHTB,"Christine Davila",Tinatown,264127.37,3
CUS016ZU1LZFHXM,"Courtney Mclaughlin",Christopherville,264116.52,2
CUSDKIXGISARQWQ,"Hannah Lee","West Michelle",264112.20,2
CUS1NRV984VFOTZ,"Aaron Johnson",Wadestad,264104.22,2
CUS020RDQ730WR0,"Barbara Soto","West Monicaport",264082.09,3
CUS9DY35FLLR4SQ,"Sarah Gibbs",Crawfordmouth,264067.06,3
CUSPY1AELDWQXKE,"Yesenia Torres",Julieton,264047.82,2
CUS2IQAOW0Z8W5V,"Abigail Williamson",Millerton,264047.57,4
CUSSH0OFYEA8JJH,"Eric Mayer","North Brucemouth",264046.00,3
CUSJYV3FNNPMMAF,"Michelle Smith",Powersport,264024.20,3
CUSHSCJ49WGD2H4,"Christine Cummings",Jenniferfurt,263955.05,2
CUSF20KSIF8MKM2,"Michael Nielsen","North Julia",263947.29,2
CUS1ABE8ULSNG0R,"Michael Morgan","Lake Lisabury",263945.42,3
CUSKU0MAN5SNW6I,"Maria Bell","New Crystalhaven",263923.08,2
CUS8W8JPVRT575Q,"Alexis Jones","New Larry",263880.93,2
CUS95W0319ZE3R2,"Abigail Hester","East Michelleside",263876.64,2
CUSM1D2OWJOLAFU,"Angel Martin",Sergioside,263807.26,2
CUSD96LI20SW7EX,"Marcus Wright","Port Crystal",263783.06,2
CUSZL21USCROQFE,"Stacey Cox",Wellsbury,263753.72,3
CUSI2JONEW1MKDW,"Emily Chase","Lake Lawrence",263753.59,2
CUSTTJVZR06K38T,"Shawn Garza","Lake David",263709.57,4
CUSHV1DX7X30JND,"Angela Wright","East Stephen",263689.89,2
CUSM8ML7K7GOPMY,"Edward Martinez",Erinhaven,263572.70,2
CUSECU14CDKP2OT,"Erik Miller",Baileymouth,263572.06,2
CUS7M81G16XWA8K,"Lisa Nelson",Herreraberg,263561.55,3
CUSFLANMPKZAY8Y,"Kirsten Cantu","Lake Judy",263535.89,2
CUS4WXMP3SORCKV,"Jordan Lin","East Katherinefurt",263534.48,2
CUSX4NEL1CI0ZTM,"Christopher Williams",Frankchester,263531.85,3
CUSYWQNZNISF498,"Isaac Evans","South Nancy",263491.03,3
CUSHLKPJG9NK4MI,"Brett Lucero",Fergusonmouth,263485.90,2
CUSBL5KZHCMZ2RN,"Jon Jones","West Brendachester",263468.33,3
CUS5GM9RR5HL4XT,"Michael Harrington",Jessicabury,263461.47,2
CUSHAIKWXHCHZIN,"William Robinson","South Megan",263452.38,2
CUSBL0EHSMGYRFH,"Kristina Scott",Matthewhaven,263373.40,3
CUSSTYJ1KPN14GB,"Michael Guerrero","West Vanessa",263360.59,2
CUSFYOZ4UD0NV6K,"John Silva","North Maria",263280.89,3
CUSHN20BWD7W218,"Allison Fritz",Williamsview,263263.07,2
CUSNF2TR0FQHIRG,"Mary Paul","New Justinborough",263245.96,3
CUSBXH3LB7XQGFA,"Patricia Callahan","West Michaelhaven",263237.73,2
CUSI6RRA8W8630V,"Shannon Edwards",Smithmouth,263231.16,2
CUS1FICYMCCQYSO,"Margaret White",Kendrafurt,263218.12,2
CUSH42FBLGOWA66,"Michele Green",Katherineberg,263180.92,3
CUSAQ63GQ8MG64Y,"Jeanne Lopez",Sandraside,263174.26,2
CUS4KYXCE6Q7XVT,"Kristine Boyd",Josephmouth,263134.81,2
CUSYKLKHJGTAARY,"Shawn Adams","North Melissa",263128.71,3
CUSTGQ7M3HSKXPN,"Cheryl Taylor",Aguirremouth,263124.47,4
CUS5GQV2WTF94PT,"Micheal Ray",Pagemouth,263078.86,3
CUSRSMIUEG7PWPE,"Dylan Hahn",Livingstonburgh,263070.52,4
CUSYMDEF5FDL9Q6,"Denise Hale",Knightborough,263068.67,2
CUSACKW58YOKWCI,"Alex Fuller","Port Charleshaven",263059.35,2
CUSVFOUCJFKCDA9,"Brandon Sullivan","New Jose",263004.70,3
CUSZN2N1BZHN3R7,"Lauren Pratt",Floresshire,262977.63,2
CUSIBP0G3NLME4S,"Christopher Cooper","East Rebecca",262975.86,2
CUSBO1MBXT8OC0Q,"Cristina Wise",Deniseland,262975.53,2
CUSBA6EPCPOHZ1M,"Scott Roman","West Abigail",262950.16,3
CUSZ24IYVE6XL94,"Erica Fischer",Hernandezshire,262922.91,3
CUSUHB7S2VBG9J0,"Tim Keller",Shortport,262835.76,3
CUS0JXK4PDT9WWE,"Leslie Smith",Dixonstad,262817.03,2
CUSOLJUMIIP43QA,"Christopher Moore",Whiteville,262815.77,3
CUSUPR10PI2VHVY,"Tiffany George","South Michael",262800.60,3
CUS4VWR730F8IPI,"Christopher Wright",Robertstad,262745.64,2
CUSVHHBUVPO8P39,"Harold Coleman",Kellymouth,262679.85,3
CUS88UG28RV2P6E,"Donna Coleman",Brownhaven,262666.44,2
CUSO0JZ9XU42QKG,"Preston Romero","South Kimberly",262659.17,2
CUSTNV1LLLDZ7ZK,"Courtney Burke","Lake Donald",262631.46,2
CUSBX6YMVMRPVZV,"Mark Ayala",Monicaville,262555.51,3
CUSGJFVYOZFLDAA,"Tanner Gilmore",Anitabury,262534.30,2
CUS9VT7NDOD7N4G,"Edward Martin",Camerontown,262524.15,2
CUSIJ491NNABR3Z,"Summer Graves","East Williamfurt",262502.13,3
CUSJ54DN6VLFTRN,"Robert Smith",Masonhaven,262500.16,2
CUSS0SA0HTP5TNK,"Christopher Jefferson",Floresland,262435.81,3
CUSLNXNWQ0OAAUI,"Daniel Lamb",Susanhaven,262410.72,2
CUS4G1NRCOAMJQP,"Marissa Cunningham","Port Hollyport",262364.31,3
CUSL3SZXDX10DHF,"Mitchell Knox","East Nicholas",262310.31,2
CUSD2USELWAQ717,"Kaitlin Thomas","Port Rachel",262269.33,2
CUS4ZE0BZOQRL3U,"Jonathan Copeland","South Deborahbury",262234.28,2
CUS9TVPUC4AT6PM,"Frederick Wagner","North Casey",262233.13,3
CUSVHM5J3PQJM7M,"Brandon Davis","North Eric",262218.31,3
CUSW2OONEW92YPG,"Brianna Becker",Morantown,262193.62,2
CUSKE4HB7YNQRIO,"Ricky Miller",Briantown,262170.67,2
CUSILYYB1JSA30Q,"Christy Holt","New Alexborough",262156.68,2
CUSNBTCI2NWLUD5,"Sara Martin","Lake Alexander",262140.64,2
CUSBMXGW2426SYM,"Lindsay Smith",Davidville,262132.98,2
CUSL89KSLGGG5EL,"Leah Russell","Port Thomasland",262121.97,2
CUS1FRPHNAQCGQB,"Daniel Cooper","West Antonioborough",262111.68,2
CUS6JDV1C90N5SL,"Philip Monroe","Port Sarahville",261946.04,4
CUS2HFH1UKDX05W,"Justin Barr","South Russellville",261925.69,2
CUSE09YHT1NEZQU,"Stephanie Branch",Branditown,261924.16,2
CUSVAZ18M7MDW82,"Adam Neal",Richardsonbury,261863.96,2
CUSZIKBPTQOLVBT,"Lisa Shaw","North Nicholas",261856.21,3
CUS04T3R5VUY6WS,"Larry Smith","South Taylor",261852.81,2
CUSH1KBCBI3XGT3,"Derek Gregory","West Alicia",261843.66,2
CUS3UYH8G05ZXI1,"Emily Long",Pinedamouth,261780.02,2
CUSGXZPR2KK07S6,"Dawn Scott",Kimberlyborough,261699.33,2
CUSRZU25VV5R2RX,"Kenneth Williams","North Marissafurt",261693.97,2
CUSUG7RLJEFILC4,"Ellen Anderson",Patrickmouth,261654.65,2
CUS9CQ4SC4MFKTQ,"Amy Foster","New Aaron",261654.31,2
CUSLMRIFYQNN4WJ,"Toni Smith",Jacobshire,261653.61,2
CUSFJWODRTNBJZB,"Shannon Jackson","East Charles",261646.65,2
CUSU8NIHJUPEVMY,"Christine Beltran","New Michaelachester",261580.77,4
CUS81V57J7D8QJ7,"Brian Fischer",Dylanview,261547.59,2
CUS09UJVG2ES89J,"Gregory Henson","New Scottborough",261534.98,2
CUSTAN41S8F6SZP,"Richard Cross",Serranoton,261501.92,2
CUS1FARGCEL8DU5,"Heather Tran",Rodriguezberg,261490.18,2
CUSR9KPU8O9ONSR,"Sue Perez","North Amandaburgh",261411.23,2
CUSKFNSJJPSUG6Y,"Travis Jones","New Jaime",261362.32,2
CUSWPV6AYG8KTOA,"Douglas Weaver","North Michaelastad",261345.58,2
CUSXQVBP21UQ4TT,"Karen Kemp",Liborough,261324.64,2
CUSVRTD9H9FV087,"Andrea Briggs","North Norman",261315.01,3
CUSCVRSVH4G2J53,"Erik Maynard",Matthewberg,261314.34,2
CUSOBVHI38DASEI,"Jessica Mendoza","Port Roger",261283.27,3
CUSGAAV6EYU5PDZ,"Andrew Salas","West Ryan",261281.93,2
CUSGRALDYABKDKG,"Edward Gutierrez",Wallaceland,261260.94,2
CUSZ8XEBNP5O3XT,"Ann Williams",Heatherberg,261220.27,4
CUSUT26YAREXKCG,"Lacey Gomez","Lake Anita",261153.07,3
CUS46AXEW2MLUEZ,"Amanda Baker","East Tara",261106.61,2
CUSK4DIVT9DPC0N,"Matthew Davis","South Rachel",261075.25,2
CUS5S7JBPGFKVC8,"Robert Thomas",Brandonfort,261074.24,3
CUSAYLGVQNZMGON,"Daniel Guzman",Heatherborough,261063.97,2
CUSZVWQQ5ZDXI7N,"Isaiah Little","Port Tonyastad",261050.84,4
CUS4AWRVUJGQIAR,"Katherine Bonilla",Davisside,260978.71,2
CUSSTAC8P8T1QMN,"Tiffany Gordon","New Evan",260923.47,2
CUSHIZYP6LSWQSZ,"Hector Hobbs",Jeremyhaven,260840.62,2
CUSFB24KMTHIF96,"Heather Walker",Lewisville,260838.95,2
CUSW86W9E7YF1SW,"Bobby Hernandez","North Paula",260820.18,3
CUS7QOJYE5160AQ,"Arthur Hall",Pamelaside,260812.79,2
CUS0DMXOTLCJRX9,"Joshua Paul","Port Tabitha",260795.08,3
CUSD7X5GYQBCH1D,"Timothy Wong","West Erinborough",260759.54,3
CUS1S3YBC5G2H8E,"Linda Hill",Daniellebury,260752.46,3
CUSNGWZHED1T2BA,"Steven Fowler",Nealstad,260727.65,4
CUSBPQHY0RHMPYR,"Trevor Juarez",Danielmouth,260713.56,2
CUSQMUJVKLOLURC,"William Ramirez",Raymondtown,260675.27,3
CUSH02C0CMEKSX9,"Frank Krause",Matthewhaven,260667.31,2
CUSG09VOG7K9S0U,"Lisa Melton",Davisville,260644.55,2
CUS5WGJ49M1WAXU,"Sean Chavez","North Reneeville",260636.02,3
CUS9TYNJMF3XTUM,"Wendy Atkins","Lake Johnberg",260574.87,2
CUSX72HG8LRURWF,"Erica Lee","Lake Isabel",260472.90,3
CUS8BJ4GV0B2IRY,"Jeffrey Ramos","New Juliaport",260438.31,2
CUSDZPI7HRC5D30,"Earl Barker","East Anthony",260429.55,2
CUSJZGF563HNDA8,"Hayley Huerta",Manningchester,260417.37,3
CUSTLQZEIX7R632,"Debra Rogers","South Danieltown",260413.71,2
CUS6KVS3VQC6V6P,"William Young",Annamouth,260394.63,3
CUSAX4FW4HWKH3D,"Tonya Garcia",Delgadotown,260359.79,2
CUSH14KPOVTLYPS,"Susan Hanna",Scotttown,260358.15,2
CUSV8HPTZ7N8JE4,"Sarah Jones","Port Feliciachester",260352.44,3
CUS3SP3XPU041IE,"Brian Jones",Juliefort,260342.53,4
CUSH6EZSC4L77ML,"Carla Flores",Davidberg,260326.16,2
CUSH6EM5BYCE9EC,"Allison Jones",Smithfort,260229.60,3
CUSF1M13NK7SJHS,"Jennifer Bernard","Lake Cynthia",260225.83,4
CUSB09OA8QMCZ69,"Sara Roberson","East Jennifer",260212.72,3
CUSC6KE6LTTK1KA,"Bonnie Cameron","Port Debra",260205.79,4
CUS1R54KFKKA0RR,"Linda Peterson",Davisside,260181.17,3
CUS5RPTBQ818GSV,"Corey Thomas",Sparksland,260178.57,2
CUS81AOB0RSUYKY,"Travis Jones","South Kristaborough",260159.17,3
CUSPDNNEW4OP4D6,"Ellen Melton","East Pattymouth",260155.55,2
CUSLQLLU5TKXLLD,"Adam Nelson",Kimberlyville,260113.33,3
CUS3MCNCCD60Q8W,"Brian Duke","South Jacobfort",260105.86,2
CUSWSMBH7LON01O,"Alejandro Martinez",Brandiland,260067.78,3
CUSGER92YNEXDT4,"Mary Fields","West Ashleyside",260022.08,2
CUSFRWB5UUFVEM6,"Madeline Singh",Millerhaven,260013.24,2
CUSELI917D1ZKUE,"Andrea Juarez","East Lorettabury",260006.80,2
CUS6CZ6GCZBUSMX,"Bethany Miller",Christophermouth,260002.87,2
CUSILCGM50RUT57,"Jonathan Walsh","East Samantha",259956.00,2
CUSJF5GHAJ6PFGQ,"Sheila Moses","Port Sherri",259936.27,3
CUS23T95XETZERO,"Nathan Mendoza",Marshallchester,259926.19,2
CUS6HDMV7EO7A3M,"Craig Mason",Austinbury,259921.98,4
CUSJSKNNISQDKW4,"Beth Carroll",Toddhaven,259921.40,2
CUSLQ3VOJXGWFY2,"Marie Lawrence","New Melinda",259908.32,3
CUSBYECPQIGIK1A,"Carlos Mcclain",Nelsonfort,259893.49,3
CUSYH5M59ILRC9E,"Christopher Johnson","Port Derek",259875.71,2
CUSFTJR1ZYR8R3O,"Jesse Jordan",Melissachester,259871.12,3
CUSLV323XQPLUYG,"Matthew Hall","North Connorberg",259866.15,2
CUSKUK94S31Z7WA,"Kristie Shaw",Taylormouth,259856.03,2
CUSY1IAOSIYQ7KH,"Diana Kim","North Mariaview",259793.30,3
CUSL8IO8KXB6JV3,"Jason Fisher",Sharonbury,259790.73,2
CUS5C14SVRY1T81,"Jamie Howell",Walkerborough,259774.53,2
CUSC5QYNYUCORGO,"Oscar Rosario","New Carrie",259773.06,2
CUSNJFYWY4AZPVD,"Erica Brock",Bakerside,259759.15,2
CUSTPT318YW1DGT,"John Jones","North Brittany",259742.44,2
CUSNUWQT2EXWNSC,"Leslie Stanley","West Kelly",259740.50,3
CUSR9A0CBZFJ7W1,"Jim Rogers",Tylerstad,259721.26,2
CUSJ2URAW7IAA6Y,"John Perez","North Hannah",259669.17,3
CUSNVON15OQO3ZM,"Amy Nelson",Kingborough,259654.56,3
CUSJ46RRZMLMFST,"Wendy Randolph","South Nataliehaven",259614.24,3
CUSK5Y019NJEK1M,"Yolanda Pearson","New Paul",259599.11,3
CUS6B0HX81QLD56,"Paul Weber",Kylehaven,259594.84,2
CUS7S7F17NQAFB5,"Joe Turner",Loweland,259571.54,2
CUSMP4ZFL2V90C3,"Anthony Perez",Hoovermouth,259567.35,4
CUSBJ7S6LTMPAGG,"Morgan Todd",Ellisview,259525.70,3
CUSIHU5PV3SW3N2,"Penny Miranda","New Victor",259523.46,3
CUS8FY05FKLHWVA,"Diana Jefferson",Nicholsport,259459.92,2
CUSO83VLJUUPWIA,"Raymond Dominguez","South Rickey",259445.84,2
CUS1BDWR4JZOOEU,"Keith Sweeney","Lake Claudiahaven",259352.25,4
CUSAFD5H5KYMC96,"Wanda Taylor","New Sarahstad",259350.63,2
CUSHJFDYOT5FKJM,"Christopher Brown",Burchhaven,259324.55,2
CUSZ7BOA9UYQTNW,"Carolyn Pruitt","Lake Paul",259317.32,2
CUSBT3RH9ORSGAQ,"April Garcia",Jamesport,259283.35,2
CUSNV7J120XGDQ0,"Donald Stein","South Arthurport",259281.37,3
CUSCZNGQ7N3YCOT,"Derek Graham","East Hannah",259279.92,3
CUSH972E47AHOW5,"Vincent Morton","North Jonathanmouth",259269.86,2
CUSEYDOZMW8SH7I,"Tanya Guzman","North Devon",259267.17,2
CUSPK4HQBMW7RDG,"Marcia Fuller",Gabrielleport,259253.14,3
CUSGIJRZ50IWJI8,"Sierra Howard","Lake Lisa",259246.84,2
CUSSWJTYNOQYHEA,"Connie Brooks","East Sandraville",259237.17,2
CUS0WUDD59UQK0J,"Jason Simpson",Douglasstad,259232.04,2
CUSC4FB0V5D82JC,"Kimberly Davis",Valenciachester,259209.47,5
CUS6YVO8JTUTY27,"Melissa Coleman","South Patriciashire",259158.59,2
CUSNGW2MEMTE1ZI,"Austin Jackson","North Russell",259021.82,2
CUSQPVW7ZNCIJ21,"Amy Guzman",Yoderborough,259021.32,2
CUSJRELG3MEIDDR,"Christopher Williams",Crystalville,258950.34,3
CUSOKPAAG3DUR5P,"Nicole Smith","East Thomas",258936.04,3
CUS41O5OGI4MEIA,"Carla Powell","West Mollychester",258885.59,2
CUSRELJTO945RUW,"Thomas Newton",Haileyburgh,258864.97,2
CUSTQVDZ4X1ZHQI,"Scott Bowers",Jessicaville,258861.30,3
CUS1NG2FVBJ6G10,"Samantha Rice",Bautistaville,258853.22,3
